13	R	5502
13	J	5507
16	R	5507
16	J	5512
15	R	5512
14	J	5517
15	J	5517
14	R	5517
14	W	5517
13	R	5517
13	J	5522
16	R	5522
16	J	5527
15	R	5527
15	J	5532
13	R	5532
13	J	5537
16	R	5537
16	J	5542
15	R	5542
15	J	5547
13	R	5547
13	J	5552
16	R	5552
16	J	5557
15	R	5557
15	J	5562
13	R	5562
13	J	5567
16	R	5567
16	J	5572
15	R	5572
15	J	5577
13	R	5577
13	J	5582
16	R	5582
16	J	5587
15	R	5587
15	J	5592
13	R	5592
13	J	5597
16	R	5597
16	J	5602
15	R	5602
15	J	5607
13	R	5607
13	J	5612
16	R	5612
16	J	5617
15	R	5617
14	J	5622
15	J	5622
14	R	5622
14	W	5622
13	R	5622
13	J	5627
16	R	5627
16	J	5632
15	R	5632
15	J	5637
13	R	5637
13	J	5642
16	R	5642
16	J	5647
15	R	5647
15	J	5652
13	R	5652
13	J	5657
16	R	5657
16	J	5662
15	R	5662
15	J	5667
13	R	5667
13	J	5672
16	R	5672
16	J	5677
15	R	5677
15	J	5682
13	R	5682
13	J	5687
16	R	5687
16	J	5692
15	R	5692
15	J	5697
13	R	5697
13	J	5702
16	R	5702
16	W	5702
15	R	5702
15	W	5702
13	R	5702
14	J	5727
13	J	5727
14	R	5727
14	W	5727
13	R	5727
16	J	5807
15	J	5807
13	J	5807
16	R	5807
16	W	5807
15	R	5807
15	J	5821
13	R	5821
13	J	5826
15	R	5826
14	J	5831
15	J	5831
14	R	5831
14	W	5831
13	R	5831
13	J	5836
15	R	5836
15	J	5841
13	R	5841
13	J	5846
15	R	5846
15	J	5851
13	R	5851
13	J	5856
15	R	5856
15	J	5861
13	R	5861
13	J	5866
15	R	5866
15	J	5871
13	R	5871
13	J	5876
15	R	5876
15	J	5881
13	R	5881
13	J	5886
15	R	5886
15	J	5891
13	R	5891
13	J	5896
15	R	5896
15	J	5901
13	R	5901
13	J	5906
15	R	5906
16	J	5911
15	J	5911
16	R	5911
16	W	5911
13	R	5911
13	J	5916
15	R	5916
15	J	5921
13	R	5921
13	J	5926
15	R	5926
15	J	5931
13	R	5931
14	J	5936
13	J	5936
14	R	5936
14	W	5936
15	R	5936
15	J	5941
13	R	5941
13	J	5946
15	R	5946
15	J	5951
13	R	5951
13	J	5956
15	R	5956
15	J	5961
13	R	5961
13	J	5966
15	R	5966
15	J	5971
13	R	5971
13	J	5976
15	R	5976
15	J	5981
13	R	5981
13	J	5986
15	R	5986
15	J	5991
13	R	5991
13	J	5996
15	R	5996
15	W	5997
13	R	5997
16	J	6012
13	J	6012
16	R	6012
16	W	6012
13	R	6012
14	J	6037
13	J	6037
14	R	6037
14	W	6037
13	R	6037
15	J	6102
13	J	6102
15	R	6102
16	J	6116
15	J	6116
16	R	6116
16	W	6116
13	R	6116
13	J	6121
15	R	6121
15	J	6126
13	R	6126
13	J	6131
15	R	6131
15	J	6136
13	R	6136
14	J	6141
13	J	6141
14	R	6141
14	W	6141
15	R	6141
15	J	6146
13	R	6146
13	J	6151
15	R	6151
15	J	6156
13	R	6156
13	J	6161
15	R	6161
15	J	6166
13	R	6166
13	J	6171
15	R	6171
15	J	6176
13	R	6176
13	J	6181
15	R	6181
15	J	6186
13	R	6186
13	J	6191
15	R	6191
15	J	6196
13	R	6196
13	J	6201
15	R	6201
15	J	6206
13	R	6206
13	J	6211
15	R	6211
15	J	6216
13	R	6216
16	J	6221
13	J	6221
16	R	6221
16	W	6221
15	R	6221
15	J	6226
13	R	6226
13	J	6231
15	R	6231
15	J	6236
13	R	6236
13	J	6241
15	R	6241
14	J	6246
15	J	6246
14	R	6246
14	W	6246
13	R	6246
13	J	6251
15	R	6251
15	J	6256
13	R	6256
13	J	6261
15	R	6261
15	J	6266
13	R	6266
13	J	6271
15	R	6271
15	J	6276
13	R	6276
13	J	6281
15	R	6281
15	J	6286
13	R	6286
13	J	6291
15	R	6291
15	W	6292
13	R	6292
16	J	6322
13	J	6322
16	R	6322
16	W	6322
13	R	6322
14	J	6347
13	J	6347
14	R	6347
14	W	6347
13	R	6347
15	J	6397
13	J	6397
15	R	6397
15	J	6411
13	R	6411
13	J	6416
15	R	6416
15	J	6421
13	R	6421
16	J	6426
13	J	6426
16	R	6426
16	W	6426
15	R	6426
15	J	6431
13	R	6431
13	J	6436
15	R	6436
15	J	6441
13	R	6441
13	J	6446
15	R	6446
14	J	6451
15	J	6451
14	R	6451
14	E	6451
12	J	6451
12	R	6451
12	W	6451
13	R	6451
13	J	6456
15	R	6456
15	J	6461
13	R	6461
13	J	6466
15	R	6466
15	J	6471
13	R	6471
13	J	6476
15	R	6476
15	J	6481
13	R	6481
13	J	6486
15	R	6486
15	J	6491
13	R	6491
13	J	6496
15	R	6496
15	J	6501
13	R	6501
13	J	6506
15	R	6506
15	J	6511
13	R	6511
13	J	6516
15	R	6516
15	J	6521
13	R	6521
13	J	6526
15	R	6526
16	J	6531
15	J	6531
16	R	6531
16	W	6531
13	R	6531
13	J	6536
15	R	6536
15	J	6541
13	R	6541
13	J	6546
15	R	6546
15	J	6551
13	R	6551
13	J	6556
15	R	6556
15	J	6561
13	R	6561
13	J	6566
15	R	6566
15	J	6571
13	R	6571
13	J	6576
15	R	6576
15	J	6581
13	R	6581
13	J	6586
15	R	6586
15	W	6587
13	R	6587
16	J	6632
13	J	6632
16	R	6632
16	E	6632
12	J	6632
12	R	6632
12	W	6632
13	R	6632
15	J	6692
13	J	6692
15	R	6692
15	J	6706
13	R	6706
13	J	6711
15	R	6711
15	J	6716
13	R	6716
13	J	6721
15	R	6721
15	J	6726
13	R	6726
13	J	6731
15	R	6731
15	J	6736
13	R	6736
13	J	6741
15	R	6741
15	J	6746
13	R	6746
13	J	6751
15	R	6751
15	J	6756
13	R	6756
13	J	6761
15	R	6761
15	J	6766
13	R	6766
13	J	6771
15	R	6771
15	J	6776
13	R	6776
13	J	6781
15	R	6781
15	J	6786
13	R	6786
13	J	6791
15	R	6791
15	J	6796
13	R	6796
13	J	6801
15	R	6801
15	J	6806
13	R	6806
13	J	6811
15	R	6811
15	J	6816
13	R	6816
13	J	6821
15	R	6821
15	J	6826
13	R	6826
13	J	6831
15	R	6831
15	J	6836
13	R	6836
13	J	6841
15	R	6841
15	J	6846
13	R	6846
13	J	6851
15	R	6851
15	J	6856
13	R	6856
13	J	6861
15	R	6861
15	J	6866
13	R	6866
13	J	6871
15	R	6871
15	J	6876
13	R	6876
13	J	6881
15	R	6881
15	W	6882
13	R	6882
15	J	6987
13	J	6987
15	R	6987
15	E	6987
12	J	6987
12	R	6987
12	W	6987
13	R	6987
13	E	7002
12	J	7002
12	R	7002
12	E	7003
4	J	7003
4	R	7003
17	N	7003
17	J	7004
4	W	7004
17	R	7004
4	J	7006
17	E	7007
4	R	7007
4	W	7007
0	R	7007
4	J	7685
4	R	7685
4	W	7685
0	R	7685
4	J	7697
4	R	7697
4	W	7697
0	R	7697
4	J	7739
4	R	7739
4	W	7739
0	R	7739
4	J	7818
4	R	7818
4	W	7818
0	R	7818
4	J	7841
4	R	7841
4	W	7841
0	R	7841
4	J	7863
4	R	7863
4	W	7863
0	R	7864
4	J	7888
4	R	7888
4	W	7888
0	R	7888
4	J	9614
4	R	9614
18	N	9616
18	J	9616
4	W	9617
18	R	9617
